Order_Id,Account_Id,Bank_To,Account_To,Amount
31177,1214,Trinity Bank,29751098,4469.0
31178,1215,Fio bank ,60905134,2508.0
31179,1216,Czech export bank,9067219,2349.0
31180,1217,Kameron bank,9696394,151.0
31181,1217,Air Bank,58911669,1956.0
31182,1218,PPF Bank,27704996,3213.4
31183,1219,PPF Bank,86177932,3986.0
31184,1220,J&T Bank ,48306894,2770.0
31185,1221,Fio bank ,20722085,3213.4
31186,1222,Hypotecni bank,91109859,1727.0
31187,1223,Hypotecni bank,7625335,1398.0
31188,1223,J&T Bank ,87986993,4963.0
31194,1226,J&T Bank ,52769649,3826.0
31195,1227,Air Bank,31759178,5511.0
31196,1227,Moneta Money Bank,57943856,101.0
31197,1227,UniCredit Bank,14547312,980.0
31198,1227,Air Bank,39771598,2344.0
31199,1228,Kameron bank,34928244,1980.0
31200,1229,Max bank,85866784,5505.0
31201,1230,PPF Bank,91985517,3213.4
31202,1231,Moneta Money Bank,5624753,3485.0
31203,1231,PPF Bank,9577274,665.0
31204,1233,Moneta Money Bank,76341795,2260.0
31205,1234,Hypotecni bank,71036088,2236.0
31206,1235,Fio bank ,36736953,1843.0
31207,1235,Moneta Money Bank,56642502,1049.0
31208,1238,PPF Bank,28000951,2256.0
31209,1239,Raiffeisen bank,83388852,3744.0
31210,1240,UniCredit Bank,14062285,4353.0
31211,1241,Trinity Bank,97685855,1368.0
31212,1241,PPF Bank,21271294,2201.0
31213,1241,Hypotecni bank,87002157,227.0
31214,1242,J&T Bank ,11588836,5355.7
31215,1242,Moneta Money Bank,12355560,4910.0
31216,1242,Kameron bank,62675297,3674.0
31217,1242,Czech export bank,25744539,422.0
31218,1242,Max bank,13214141,38.0
31219,1244,Trinity Bank,22533941,903.0
31220,1244,PPF Bank,81744551,2122.0
31221,1244,Hypotecni bank,97042274,406.0
31222,1244,Fio bank ,49724513,54.0
31223,1244,Kameron bank,67696446,748.0
31224,1245,PPF Bank,42008179,3611.0
31225,1246,Kameron bank,34252166,3239.0
31226,1247,Air Bank,9652227,2077.0
31227,1248,Kameron bank,25126809,3176.0
31228,1249,Bank Creditas,91224199,704.0
31229,1249,Moneta Money Bank,65504103,392.0
31230,1249,Fio bank ,4520500,1361.0
31231,1250,Moneta Money Bank,21845096,3805.2
31232,1250,Air Bank,14470041,61.0
31233,1250,PPF Bank,49418222,10069.0
31234,1251,Max bank,78350180,7870.0
31235,1252,Max bank,84370898,4114.7
31236,1253,Czech export bank,64931833,3865.0
31237,1253,Hypotecni bank,10639518,5330.0
31238,1255,Moneta Money Bank,13613921,4598.0
31239,1256,Kameron bank,72944313,1178.0
31240,1256,Bank Creditas,69528400,5450.0
31241,1256,PPF Bank,9768981,1974.0
31242,1257,J&T Bank ,16047442,4387.0
31243,1258,Kameron bank,56178200,759.0
31244,1258,Czech export bank,77309888,1174.0
31245,1259,PPF Bank,29708302,724.0
31246,1259,UniCredit Bank,46119725,2108.0
31247,1259,Trinity Bank,47106474,464.0
31248,1259,Hypotecni bank,87490993,1429.0
31249,1260,Fio bank ,76420205,6594.0
31250,1261,J&T Bank ,48037660,9222.0
31251,1262,Trinity Bank,16308558,2821.0
31252,1264,Air Bank,35251403,6605.0
31253,1265,Fio bank ,2120972,1870.0
31254,1266,UniCredit Bank,3816020,9291.0
31255,1267,Moneta Money Bank,53632640,2271.0
31256,1267,Air Bank,92731403,867.0
31257,1267,Czech export bank,38344526,21.0
31258,1267,Fio bank ,69378167,1672.0
31259,1268,Bank Creditas,70287799,2220.0
31260,1269,J&T Bank ,70135479,6840.0
31261,1269,Trinity Bank,78545605,599.0
31262,1270,Kameron bank,27904290,2077.3
31263,1270,Hypotecni bank,88882463,4162.0
31264,1271,Trinity Bank,44934696,4128.0
31265,1272,PPF Bank,75666576,1246.4
31266,1273,PPF Bank,25406718,3863.0
31267,1275,PPF Bank,30025339,1903.0
31268,1276,Czech export bank,19942432,3839.0
31269,1276,Air Bank,87970047,508.0
31270,1276,Kameron bank,23086488,169.0
31271,1277,Czech export bank,2533764,3175.0
31276,1279,Fio bank ,61846792,3587.0
31277,1280,Trinity Bank,39353507,2491.0
31282,1284,Kameron bank,29951918,4375.5
31283,1285,Air Bank,21816671,7213.0
31284,1286,PPF Bank,38014668,8500.0
31285,1287,Trinity Bank,52661430,2623.0
31286,1287,Max bank,28742987,6619.0
31287,1287,J&T Bank ,8041507,525.0
31288,1288,PPF Bank,87367409,2948.0
31289,1289,Czech export bank,91892945,6950.0
31291,1291,Czech export bank,71369182,1333.0
31292,1291,PPF Bank,15883821,335.0
31293,1292,UniCredit Bank,61391454,1653.0
31294,1292,Max bank,43192416,1457.0
31295,1292,Raiffeisen bank,75588404,221.0
31296,1293,UniCredit Bank,91569077,3484.0
31297,1294,Bank Creditas,59882163,1404.0
31298,1294,Max bank,31563121,2177.0
31299,1295,Max bank,74620097,3282.0
31300,1296,Moneta Money Bank,57227110,1607.0
31301,1297,PPF Bank,23392784,2878.0
31302,1297,Max bank,17594236,3311.0
31303,1298,UniCredit Bank,11863774,5822.0
31304,1299,J&T Bank ,17364889,317.0
31305,1299,Moneta Money Bank,4791987,2291.0
31308,1302,Max bank,38729328,3924.0
31309,1303,PPF Bank,57378178,3601.0
31310,1304,J&T Bank ,84192180,2368.9
31311,1306,Air Bank,36806219,5023.0
31312,1306,PPF Bank,20391887,942.0
31313,1306,Trinity Bank,58231496,1888.0
31314,1307,Czech export bank,88894867,3297.0
31315,1308,J&T Bank ,27181756,3206.0
31316,1309,Kameron bank,95435869,2600.0
31317,1309,Air Bank,27833730,10199.0
31318,1311,Max bank,53567492,9327.0
31319,1312,Bank Creditas,56866002,1690.0
31320,1314,PPF Bank,52970862,6889.0
31321,1315,Air Bank,869143,2813.0
31322,1315,Fio bank ,62296283,299.0
31323,1315,UniCredit Bank,4333562,3160.0
31324,1316,Raiffeisen bank,70345508,1130.0
31325,1316,Hypotecni bank,87733494,619.0
31326,1316,Trinity Bank,61034697,233.0
31327,1317,Air Bank,54353141,3493.0
31328,1318,Bank Creditas,77757256,5154.0
31329,1318,Kameron bank,10788429,8677.0
31330,1318,Kameron bank,50830727,1762.0
31331,1318,UniCredit Bank,13490295,2015.0
31332,1318,Kameron bank,44717049,744.0
31333,1319,PPF Bank,20581275,6185.0
31334,1319,Air Bank,35347509,884.0
31335,1319,Trinity Bank,91518568,1362.0
31336,1320,Trinity Bank,72762423,4377.0
31337,1320,UniCredit Bank,96369796,907.0
31338,1320,Bank Creditas,17258435,149.0
31339,1320,Raiffeisen bank,99194561,80.0
31340,1321,Trinity Bank,33750575,2683.0
31341,1321,J&T Bank ,3041947,636.0
31342,1322,Bank Creditas,3167045,1485.0
31343,1322,Czech export bank,6584710,1431.0
31344,1323,Czech export bank,80685257,9720.0
31345,1324,Bank Creditas,6513697,2741.0
31346,1324,Moneta Money Bank,7442152,680.0
31347,1325,Fio bank ,62716066,362.0
31348,1325,Max bank,37066787,1766.0
31349,1326,Air Bank,57284325,96.0
31350,1326,Fio bank ,42594999,786.0
31351,1326,Bank Creditas,57544726,1207.0
31352,1326,Fio bank ,85305046,954.0
31353,1328,Kameron bank,49398750,3249.8
31354,1329,Max bank,31472492,1960.2
31355,1329,Fio bank ,69419830,3368.0
31356,1329,Kameron bank,48227208,5081.0
31358,1331,Air Bank,74847352,1096.0
31359,1331,Trinity Bank,79824220,3320.0
31360,1332,UniCredit Bank,12752318,4755.0
31361,1333,UniCredit Bank,53933286,6508.0
31362,1335,Fio bank ,86276912,5367.0
31363,1335,UniCredit Bank,66854125,1044.0
31364,1336,J&T Bank ,63792580,9426.0
31365,1337,Hypotecni bank,46227514,3264.0
31366,1338,J&T Bank ,87075221,4545.0
31367,1338,Czech export bank,42143994,897.0
31368,1338,PPF Bank,85222345,157.0
31369,1340,Raiffeisen bank,25240075,818.0
31370,1340,J&T Bank ,67103540,472.0
31371,1340,Moneta Money Bank,64112800,1120.0
31372,1341,UniCredit Bank,57686775,2098.0
31373,1342,Air Bank,42622768,1079.0
31374,1342,Trinity Bank,75854611,2517.0
31375,1342,Bank Creditas,45400208,1011.0
31376,1342,Air Bank,30762762,3665.0
31380,1345,Bank Creditas,37129354,3294.0
31381,1345,Kameron bank,89492493,848.0
31382,1346,Hypotecni bank,66261118,1592.0
31383,1346,Kameron bank,56407761,475.0
31384,1347,Bank Creditas,98295950,2066.0
31385,1348,J&T Bank ,53150421,5025.0
31386,1348,Bank Creditas,8676511,17.0
31387,1348,Max bank,14109647,492.0
31388,1349,Fio bank ,14006042,2292.0
31389,1349,Czech export bank,96585589,1521.0
31390,1350,Czech export bank,97355442,1079.0
31391,1350,UniCredit Bank,23763126,6875.0
31392,1350,Fio bank ,96030205,3493.0
31393,1351,Fio bank ,55786406,2227.0
31394,1352,Moneta Money Bank,58356165,2976.0
31395,1352,Hypotecni bank,39692401,3445.0
31396,1352,Trinity Bank,54978299,370.0
31397,1352,Trinity Bank,98708682,213.0
31398,1353,Fio bank ,64405166,651.0
31399,1353,Fio bank ,98736470,6646.0
31400,1354,Fio bank ,24313408,3080.0
31401,1355,Hypotecni bank,64249014,3606.0
31402,1357,Trinity Bank,34856063,2290.0
31403,1358,Moneta Money Bank,97084825,2980.0
31404,1361,Kameron bank,67573106,6195.0
31405,1363,Fio bank ,46678805,5046.0
31406,1363,Raiffeisen bank,28982448,1517.0
31407,1363,UniCredit Bank,35128331,82.0
31408,1363,Czech export bank,19618755,243.0
31411,1365,Czech export bank,53364294,2314.0
31412,1366,Moneta Money Bank,26513684,4773.0
31413,1366,Bank Creditas,24074399,310.0
31414,1366,Max bank,48775595,1.0
31415,1367,UniCredit Bank,3021765,3872.0
31416,1367,Bank Creditas,41883254,193.0
31417,1367,Fio bank ,58902168,717.0
31418,1367,Max bank,69351130,431.0
31419,1368,J&T Bank ,10035527,4439.0
31420,1369,Kameron bank,25008797,6005.0
31421,1369,Raiffeisen bank,43920379,1738.0
31422,1370,Hypotecni bank,50552004,1852.0
31423,1371,Fio bank ,48874825,3074.0
31424,1373,UniCredit Bank,6348324,1628.0
31425,1373,J&T Bank ,9301025,346.0
31426,1374,Hypotecni bank,38325822,8107.3
31427,1375,J&T Bank ,90090238,5930.0
31428,1375,UniCredit Bank,47862768,1889.0
31429,1376,Fio bank ,86161052,2731.0
31430,1377,Fio bank ,94826453,2272.0
31431,1378,Fio bank ,81520026,2953.0
31432,1378,Trinity Bank,29417294,1347.0
31433,1378,Czech export bank,12318605,693.0
31434,1378,Kameron bank,95008945,881.0
31435,1379,Kameron bank,47752141,6953.0
31436,1380,Raiffeisen bank,34163099,8829.0
31437,1380,J&T Bank ,91279375,1100.0
31438,1380,Fio bank ,88771873,1200.0
31439,1381,Bank Creditas,30807364,2705.0
31440,1382,PPF Bank,22867429,2059.0
31441,1383,Moneta Money Bank,38012504,2173.0
31442,1385,Fio bank ,75899833,9834.0
31447,1389,PPF Bank,18867123,5227.7
31448,1389,Hypotecni bank,71177351,6376.0
31449,1390,Kameron bank,35191500,1011.0
31450,1390,Trinity Bank,43511337,6147.0
31451,1391,Fio bank ,42852616,3053.0
31452,1392,Trinity Bank,64765941,3081.0
31453,1392,Bank Creditas,15265077,4216.0
31454,1393,PPF Bank,81478815,5254.0
31455,1394,Air Bank,28259659,1454.0
31456,1394,Bank Creditas,14472324,646.0
31457,1395,Bank Creditas,54942530,3432.0
31458,1396,Kameron bank,60094183,14707.0
31459,1397,UniCredit Bank,51145178,8319.0
31460,1399,PPF Bank,36796647,5427.0
31461,1399,Hypotecni bank,32165342,13.0
31462,1399,Air Bank,87596064,29.0
31463,1399,Raiffeisen bank,64385211,345.0
31468,1401,PPF Bank,35891682,2463.0
31469,1402,Bank Creditas,2188045,2073.0
31470,1402,PPF Bank,79063850,2221.0
31471,1402,PPF Bank,52195531,471.0
31472,1402,Trinity Bank,12338292,374.0
31473,1403,Bank Creditas,50271129,9120.0
31474,1404,PPF Bank,6610733,2121.0
31475,1404,Max bank,64530676,6306.0
31476,1404,J&T Bank ,76187407,123.0
31477,1404,Hypotecni bank,45402222,53.0
31478,1404,PPF Bank,96404462,483.0
31479,1405,Moneta Money Bank,27032226,2229.0
31480,1405,Bank Creditas,63219690,158.0
31481,1406,Trinity Bank,24323117,2302.0
31482,1406,J&T Bank ,43622702,458.0
31483,1407,Max bank,51198023,5227.7
31484,1407,Bank Creditas,30396717,14882.0
31487,1410,Raiffeisen bank,63791805,3816.0
31488,1411,J&T Bank ,50814467,5174.0
31489,1412,Czech export bank,20603227,936.0
31490,1412,UniCredit Bank,65591120,1773.0
31491,1412,Bank Creditas,86234765,1110.0
31492,1413,Moneta Money Bank,68355953,2016.0
31493,1413,Kameron bank,67985760,3477.0
31494,1413,Bank Creditas,30746954,620.0
31495,1414,Kameron bank,31974488,1920.0
31496,1414,UniCredit Bank,8757979,5397.0
31497,1414,Air Bank,13936388,1817.0
31500,1416,Moneta Money Bank,1996410,3688.0
31501,1417,Fio bank ,84443246,7394.0
31502,1418,Czech export bank,96634888,6759.0
31503,1419,Fio bank ,61356300,3305.0
31504,1420,Fio bank ,22850889,1794.0
31505,1422,Max bank,24991828,2655.0
31506,1423,Hypotecni bank,64437407,2394.0
31507,1423,PPF Bank,50862812,1213.0
31508,1424,Air Bank,45458507,6224.0
31509,1425,UniCredit Bank,22342765,4069.0
31510,1426,Moneta Money Bank,15124905,2681.0
31511,1427,Kameron bank,54532253,6046.0
31513,1429,Trinity Bank,8150911,2166.0
31514,1430,J&T Bank ,90607785,4127.0
31515,1432,J&T Bank ,68369197,3267.2
31516,1432,PPF Bank,80977028,13590.0
31518,1434,Fio bank ,81822454,3214.0
31519,1435,Hypotecni bank,87787443,7949.0
31520,1436,Fio bank ,96351390,3104.0
31521,1437,Bank Creditas,58229595,1753.0
31522,1437,Czech export bank,22823983,314.0
31523,1437,Kameron bank,52723318,65.0
31524,1437,Moneta Money Bank,27458155,29.0
31525,1439,UniCredit Bank,79379254,2122.0
31526,1440,Bank Creditas,85377597,56.0
31527,1440,PPF Bank,63291668,2020.0
31528,1440,PPF Bank,66044574,56.0
31529,1441,PPF Bank,27838117,2425.0
31530,1442,Fio bank ,70648139,5950.0
31531,1443,Max bank,43636268,7505.0
31532,1444,Air Bank,56467163,2024.0
31533,1445,Air Bank,18387353,1361.0
31534,1445,Kameron bank,68283045,668.0
31535,1445,Trinity Bank,22041118,1075.0
31536,1445,PPF Bank,82043331,1420.0
31537,1446,Moneta Money Bank,83373719,4877.0
31538,1447,Air Bank,1155138,2084.7
31539,1447,Czech export bank,54932880,8210.0
31540,1448,J&T Bank ,82941960,7156.0
31541,1449,Raiffeisen bank,82136630,2820.0
31542,1449,Max bank,17508918,320.0
31543,1450,Max bank,804383,3103.0
31544,1451,Max bank,44489443,3734.0
31545,1453,Czech export bank,2968991,1250.8
31546,1453,Bank Creditas,62248831,6820.0
31547,1456,J&T Bank ,25505447,1250.8
31553,1458,Bank Creditas,80573415,3259.0
31554,1459,Trinity Bank,28272974,1542.0
31555,1459,Czech export bank,25038093,582.0
31556,1460,Max bank,8283299,3417.0
31557,1461,UniCredit Bank,76424008,4217.1
31558,1461,Trinity Bank,52034497,8705.0
31560,1463,Fio bank ,31343501,719.0
31561,1463,Air Bank,71522283,1505.0
31562,1465,Hypotecni bank,32052809,1904.0
31563,1465,J&T Bank ,77944719,218.0
31564,1466,Bank Creditas,82133537,10056.0
31565,1467,Fio bank ,10475975,6814.0
31566,1468,Kameron bank,25955593,439.0
31567,1468,PPF Bank,53378862,1710.0
31568,1469,Trinity Bank,97405832,3574.0
31569,1470,Kameron bank,72926729,4060.0
31570,1471,J&T Bank ,85543155,7823.0
31571,1471,Air Bank,17326855,12.0
31572,1471,UniCredit Bank,59438282,176.0
31573,1472,UniCredit Bank,39937996,3527.0
31574,1472,Czech export bank,3332001,2375.0
31575,1473,Fio bank ,28500956,1984.0
31576,1474,PPF Bank,16386759,2695.0
31577,1476,Air Bank,33632028,3467.0
31578,1477,Czech export bank,39149236,2100.0
31579,1478,Raiffeisen bank,82071739,11931.0
31580,1479,Fio bank ,35573202,2162.0
31581,1480,Hypotecni bank,70736652,3425.2
31582,1481,Trinity Bank,82271873,2065.0
31583,1482,Raiffeisen bank,43270033,2687.0
31584,1482,Raiffeisen bank,10367054,1766.0
31585,1482,Moneta Money Bank,84175443,335.0
31586,1483,Air Bank,92452376,1962.0
31587,1483,Kameron bank,39453744,2701.0
31588,1484,Moneta Money Bank,82517391,2346.0
31589,1484,PPF Bank,29707634,794.0
31590,1485,UniCredit Bank,47115165,336.0
31591,1485,Trinity Bank,43014037,5949.0
31592,1485,Czech export bank,33874970,1018.0
31593,1486,Raiffeisen bank,50455820,3592.0
31594,1486,Raiffeisen bank,1473415,2291.0
31595,1486,UniCredit Bank,12761944,2235.0
31596,1487,Raiffeisen bank,70317125,2204.0
31597,1488,Hypotecni bank,69482773,5850.0
31598,1488,J&T Bank ,64393782,230.0
31601,1490,J&T Bank ,39819097,1657.7
31602,1491,Czech export bank,94478863,6966.0
31603,1492,Raiffeisen bank,60810822,1546.0
31604,1493,Trinity Bank,95543610,2264.0
31605,1493,Moneta Money Bank,85806101,51.0
31606,1495,PPF Bank,9478509,3059.0
31607,1495,UniCredit Bank,97259157,670.0
31608,1496,Kameron bank,4760909,6931.0
31609,1496,Moneta Money Bank,36367225,161.0
31610,1496,Kameron bank,44200831,33.0
31611,1497,Hypotecni bank,59296756,261.0
31612,1497,Air Bank,74438202,5463.0
31613,1498,Bank Creditas,26674098,2762.8
31614,1499,Trinity Bank,54662084,3666.0
31615,1500,Moneta Money Bank,4727745,4119.0
31616,1501,Czech export bank,40921163,2292.0
31617,1502,PPF Bank,11066508,7338.0
31618,1503,Czech export bank,11958569,3171.0
31619,1504,Max bank,29212069,619.0
31620,1504,Hypotecni bank,69836336,4887.0
31621,1506,Max bank,28518402,9498.0
31622,1507,Bank Creditas,156510,6619.0
31623,1508,Czech export bank,10600459,1657.7
31624,1508,Max bank,9055811,8967.0
31625,1509,Trinity Bank,43322950,4943.0
31626,1509,Fio bank ,20525896,2320.0
31627,1510,Czech export bank,82537191,9985.0
31628,1511,Czech export bank,43543106,1657.7
31629,1512,Air Bank,42362171,8822.0
31630,1513,Kameron bank,52238965,1632.0
31631,1513,Fio bank ,85800695,3912.0
31632,1513,Czech export bank,59476637,1316.0
31633,1513,Moneta Money Bank,65290647,689.0
31634,1514,Bank Creditas,47490662,1547.0
31635,1514,Hypotecni bank,89040159,2234.0
31636,1515,PPF Bank,74637114,1538.0
31637,1515,J&T Bank ,84623413,774.0
31638,1515,Fio bank ,23320967,2907.0
31639,1516,Air Bank,87859165,2277.0
31640,1517,Bank Creditas,15521866,2601.0
31641,1519,Max bank,68640708,3443.0
31642,1520,Air Bank,12391865,2943.0
31643,1521,Moneta Money Bank,37432712,3024.0
31644,1523,J&T Bank ,15318,1684.0
31645,1523,PPF Bank,13058364,9843.0
31646,1524,Hypotecni bank,26553452,2705.0
31647,1525,Fio bank ,24106085,1625.0
31648,1526,Fio bank ,69354104,4433.0
31649,1527,Trinity Bank,27702808,4557.2
31651,1528,Fio bank ,58779168,3981.0
31652,1529,UniCredit Bank,66372424,1059.0
31653,1529,Air Bank,86592346,1463.0
31654,1529,Fio bank ,57476818,77.0
31655,1530,Hypotecni bank,24157417,3700.0
31658,1532,Kameron bank,67652118,7903.0
31661,1534,Trinity Bank,3089267,7451.0
31662,1534,Bank Creditas,36498439,2155.0
31663,1535,Max bank,60955130,2757.0
31664,1536,Bank Creditas,11303443,13204.0
31665,1538,PPF Bank,9744745,10288.0
31668,1540,PPF Bank,33179605,4540.0
31669,1540,Max bank,76470201,3057.0
31670,1540,Max bank,64628779,1164.0
31671,1542,J&T Bank ,9322101,2655.0
31672,1544,PPF Bank,71562015,9526.0
31673,1544,Bank Creditas,7747644,189.0
31674,1545,Raiffeisen bank,98522644,2625.0
31675,1545,UniCredit Bank,5408674,1112.0
31676,1546,Max bank,49245339,4173.0
31677,1548,UniCredit Bank,36616581,2106.0
31678,1549,Czech export bank,11773330,4052.0
31679,1550,Bank Creditas,90144109,4708.0
31680,1551,Kameron bank,436425,747.0
31681,1551,J&T Bank ,74171310,2316.0
31682,1552,UniCredit Bank,57056182,5263.0
31683,1552,Hypotecni bank,17611515,1021.0
31684,1554,Czech export bank,93773585,6551.0
31685,1555,Fio bank ,32593053,3263.0
31686,1556,Fio bank ,42585212,1837.0
31687,1557,Trinity Bank,82259255,2253.0
31688,1558,PPF Bank,10707974,1148.0
31689,1558,Bank Creditas,33069950,2899.0
31690,1558,Max bank,65272307,1384.0
31691,1559,Raiffeisen bank,31869977,8004.0
31692,1560,Air Bank,49192738,3332.0
31693,1560,J&T Bank ,89837598,244.0
31694,1560,Max bank,97033959,437.0
31695,1560,Czech export bank,34151840,1137.0
31696,1561,J&T Bank ,91776167,1924.0
31697,1561,Hypotecni bank,32302445,51.0
31698,1562,Trinity Bank,14241010,1933.0
31699,1565,Kameron bank,92115938,610.0
31700,1565,Kameron bank,37661731,2095.0
31701,1565,Czech export bank,85872715,383.0
31702,1566,Hypotecni bank,11077720,4375.0
31703,1566,Hypotecni bank,15924412,1164.0
31704,1566,Air Bank,98447876,1622.0
31705,1566,Czech export bank,12450731,948.0
31706,1567,Max bank,14090234,480.0
31707,1567,J&T Bank ,53102117,6000.0
31708,1567,Trinity Bank,34027445,3455.0
31709,1568,Hypotecni bank,7532716,4399.0
31710,1568,Hypotecni bank,99360131,49.0
31711,1568,Air Bank,14241963,1028.0
31712,1568,Max bank,54462337,1627.0
31717,1570,Max bank,20745683,2865.0
31718,1571,Kameron bank,54680818,7692.0
31719,1572,Trinity Bank,46670591,7596.0
31720,1573,PPF Bank,19240260,3638.0
31721,1574,Moneta Money Bank,16211796,2390.0
31722,1575,J&T Bank ,10936338,2998.0
31723,1576,Hypotecni bank,88001566,11816.0
31724,1577,Raiffeisen bank,69888543,1282.0
31725,1577,Raiffeisen bank,58483004,988.0
31726,1577,Fio bank ,87333589,290.0
31727,1578,Max bank,44909232,1825.0
31728,1579,J&T Bank ,79833501,3377.0
31729,1580,Max bank,11339313,8094.2
31730,1581,Kameron bank,55002999,5758.0
31731,1582,J&T Bank ,24857425,1917.0
31732,1583,Fio bank ,49376446,8094.2
31733,1584,Bank Creditas,97312646,1983.0
31734,1586,Trinity Bank,95375972,5504.0
31735,1588,Raiffeisen bank,66344201,2443.0
31736,1590,Bank Creditas,5941856,5847.0
31737,1590,Hypotecni bank,79533683,1025.0
31738,1590,Bank Creditas,99553811,551.0
31739,1590,Moneta Money Bank,23429125,127.0
31740,1591,Kameron bank,70031231,7680.0
31741,1591,Kameron bank,57081830,26.0
31742,1591,Kameron bank,34176314,153.0
31743,1592,Fio bank ,4900444,224.0
31744,1592,Moneta Money Bank,84782951,1613.0
31745,1593,UniCredit Bank,35590773,2086.0
31746,1594,Hypotecni bank,15203357,4577.0
31747,1594,Kameron bank,37283611,1596.0
31748,1594,J&T Bank ,79126387,54.0
31752,1596,Raiffeisen bank,29656684,1306.0
31753,1596,Czech export bank,20661324,1997.0
31754,1597,Moneta Money Bank,13610762,2376.0
31755,1598,J&T Bank ,36073070,5438.0
31756,1598,Hypotecni bank,12520486,7384.0
31757,1599,Czech export bank,68704247,1337.0
31758,1599,Hypotecni bank,99690108,4004.0
31759,1600,Air Bank,78760194,3234.0
31760,1601,Kameron bank,43843287,2694.0
31761,1602,Moneta Money Bank,6762600,2033.0
31762,1603,Hypotecni bank,92258166,2359.0
31763,1603,UniCredit Bank,3211814,1187.0
31764,1603,J&T Bank ,6821167,6578.0
31765,1604,J&T Bank ,90369587,7088.0
31766,1605,Trinity Bank,28789526,3353.0
31767,1607,Moneta Money Bank,89174168,9958.0
31768,1608,Kameron bank,7212549,3425.0
31769,1609,Raiffeisen bank,83359962,2017.0
31770,1610,Max bank,10384375,6258.0
31771,1611,Max bank,84055351,403.0
31772,1611,PPF Bank,54032,3403.0
31773,1613,Moneta Money Bank,46822315,3628.0
31774,1614,J&T Bank ,41090893,5763.0
31775,1615,Fio bank ,27684122,3124.0
31776,1616,Kameron bank,24604940,2642.0
31777,1617,Kameron bank,40236705,1536.0
31778,1618,Trinity Bank,1680028,2265.0
31779,1619,Bank Creditas,53959548,3220.0
31780,1620,Bank Creditas,23482644,1931.0
31781,1621,Max bank,69087219,7887.0
31782,1622,Raiffeisen bank,22068381,2357.0
31783,1622,PPF Bank,83712011,1028.0
31784,1623,Max bank,2717727,9160.0
31785,1624,J&T Bank ,17034912,1017.0
31786,1624,Moneta Money Bank,31993609,1120.0
31787,1625,Moneta Money Bank,44850212,185.0
31788,1625,Moneta Money Bank,10578328,1727.0
31789,1625,J&T Bank ,51059633,679.0
31790,1625,Trinity Bank,45131552,1522.0
31791,1628,Kameron bank,57004982,2850.0
31792,1629,Hypotecni bank,6837058,3137.0
31793,1630,Hypotecni bank,99400460,3595.0
31794,1631,Bank Creditas,78712355,2743.0
31795,1632,Czech export bank,65521752,1977.6
31796,1633,J&T Bank ,27727192,2145.0
31797,1635,Trinity Bank,72468793,5683.0
31798,1636,Bank Creditas,93399142,4964.0
31799,1637,Raiffeisen bank,47292917,774.0
31800,1637,Moneta Money Bank,10736680,2569.0
31801,1638,Kameron bank,8848363,2676.0
31802,1638,Fio bank ,57185012,9749.0
31806,1640,Max bank,42289441,4783.0
31807,1641,Max bank,82829361,1977.6
31808,1641,Bank Creditas,5037063,7532.0
31809,1641,UniCredit Bank,57866871,1294.0
31810,1641,Fio bank ,14463842,423.0
31811,1642,Max bank,27920514,3597.0
31816,1644,Trinity Bank,89781009,2534.0
31817,1644,PPF Bank,76071583,1022.0
31818,1644,Moneta Money Bank,66140669,17.0
31819,1645,Trinity Bank,64568751,9078.0
31820,1646,Bank Creditas,80997341,6521.0
31821,1646,Fio bank ,99677460,1651.0
31822,1647,Czech export bank,55010729,2412.0
31823,1647,Moneta Money Bank,78795104,1199.0
31824,1647,Air Bank,39877331,12.0
31825,1650,PPF Bank,90931999,3649.0
31826,1650,Czech export bank,60317361,9100.0
31827,1651,PPF Bank,71805852,1581.7
31828,1652,Hypotecni bank,88888269,3422.0
31829,1653,Trinity Bank,37755870,4656.0
31830,1655,PPF Bank,20809352,4277.0
31831,1655,Moneta Money Bank,90691631,3827.0
31832,1656,PPF Bank,73249953,3954.3
31833,1656,Air Bank,10182565,12113.0
31834,1657,Czech export bank,7076365,2156.0
31835,1658,Max bank,35897404,1950.0
31836,1658,Kameron bank,35908234,172.0
31837,1659,Fio bank ,20080882,2806.0
31838,1660,Czech export bank,50701344,2372.6
31843,1662,Max bank,28918445,9626.0
31844,1663,Fio bank ,95733749,2220.0
31845,1663,PPF Bank,38020986,420.0
31846,1664,Max bank,6438845,5454.0
31847,1665,Trinity Bank,15931928,1578.0
31848,1666,Kameron bank,31104207,2164.0
31849,1668,PPF Bank,84733837,3275.0
31850,1669,Max bank,35302007,5562.0
31851,1670,Hypotecni bank,84970950,1242.0
31852,1670,Fio bank ,66763526,1312.0
31853,1671,Kameron bank,10778803,2507.0
31854,1671,Air Bank,17247677,502.0
31855,1672,Bank Creditas,9213483,3898.0
31856,1673,Kameron bank,20515662,2447.0
31857,1674,Hypotecni bank,74642348,3804.0
31858,1675,Moneta Money Bank,17588830,2125.0
31861,1677,PPF Bank,52726864,5530.0
31862,1678,PPF Bank,72718292,2952.0
31863,1678,Czech export bank,54732525,1778.0
31864,1679,Bank Creditas,49590080,5087.0
31865,1680,Fio bank ,16704351,5955.0
31866,1681,Max bank,8172750,8550.0
31867,1681,Kameron bank,76300596,6.0
31868,1681,Air Bank,66121870,1032.0
31869,1683,Hypotecni bank,63649123,1342.0
31870,1683,Max bank,73280399,3239.0
